0.8211,0.16,5.083
0.892,0.17,5.663
0.984,0.22,6.35
1.088,0.27,7.15
1.18,0.3275,7.8652
1.216,0.35,8.145
1.393,0.43,9.519
1.552,0.52525,10.758
1.58,0.54203,10.976
1.61,0.56,11.21
1.63,0.58202,11.367
1.937,0.92,13.78
